layer,site_code,category,n,description
LU18_46,Spez_087_VD,422,5,"Ouvrages de protection (pierres, avalanches)"
LU18_46,Spez_088_VS,101,9,Aires de bâtiments et aires industriels > 1 ha
LU18_46,Spez_088_VS,102,6,Aires de bâtiments et aires industriels < 1 ha
LU18_46,Spez_088_VS,103,56,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_088_VS,104,1,Aires de maisons alignées et en terrasses
LU18_46,Spez_088_VS,105,8,Aires d’immeubles résidentiels
LU18_46,Spez_088_VS,107,6,Aires de bâtiments agricoles
LU18_46,Spez_088_VS,108,7,Aires de bâtiments non déterminés
LU18_46,Spez_088_VS,121,18,Aires autoroutières
LU18_46,Spez_088_VS,122,43,Aires routières
LU18_46,Spez_088_VS,123,5,Aires de parc de stationnement
LU18_46,Spez_088_VS,124,18,Aires ferroviaires
LU18_46,Spez_088_VS,141,1,Installations d'approvisionne­ment en énergie
LU18_46,Spez_088_VS,142,2,Stations d'épuration des eaux usées
LU18_46,Spez_088_VS,143,3,Autres installations d'appro­visionnement et d'élimination
LU18_46,Spez_088_VS,144,3,Décharges
LU18_46,Spez_088_VS,145,10,Extraction de matériaux
LU18_46,Spez_088_VS,146,1,Chantiers
LU18_46,Spez_088_VS,147,2,Friches industrielles et bâtiments désaffectés
LU18_46,Spez_088_VS,161,2,Parcs publics
LU18_46,Spez_088_VS,162,4,Installations de sport
LU18_46,Spez_088_VS,165,8,Jardins familiaux
LU18_46,Spez_088_VS,201,84,Arboriculture
LU18_46,Spez_088_VS,202,143,Viticulture
LU18_46,Spez_088_VS,203,2,Horticulture
LU18_46,Spez_088_VS,221,48,Terres arables au sens large
LU18_46,Spez_088_VS,222,22,Prairies naturelles au sens large
LU18_46,Spez_088_VS,223,15,Pâturages locaux au sens large
LU18_46,Spez_088_VS,301,108,Peuplements forestiers
LU18_46,Spez_088_VS,303,15,Coupes de bois
LU18_46,Spez_088_VS,304,2,Surfaces forestières dévastées
LU18_46,Spez_088_VS,402,6,"Rivières, ruisseaux"
LU18_46,Spez_088_VS,403,5,Ouvrages de protection contre les crues
LU18_46,Spez_088_VS,421,31,Aucune utilisation
LU18_46,Spez_089_VS,101,1,Aires de bâtiments et aires industriels > 1 ha
LU18_46,Spez_089_VS,103,6,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_089_VS,107,2,Aires de bâtiments agricoles
LU18_46,Spez_089_VS,122,1,Aires routières
LU18_46,Spez_089_VS,143,1,Autres installations d'appro­visionnement et d'élimination
LU18_46,Spez_089_VS,144,3,Décharges
LU18_46,Spez_089_VS,202,12,Viticulture
LU18_46,Spez_089_VS,222,2,Prairies naturelles au sens large
LU18_46,Spez_089_VS,223,1,Pâturages locaux au sens large
LU18_46,Spez_089_VS,241,17,Alpages fauchés au sens large
LU18_46,Spez_089_VS,242,29,Alpages pâturés au sens large
LU18_46,Spez_089_VS,301,66,Peuplements forestiers
LU18_46,Spez_089_VS,402,2,"Rivières, ruisseaux"
LU18_46,Spez_089_VS,421,39,Aucune utilisation
LU18_46,Spez_090_VS,103,21,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_090_VS,105,4,Aires d’immeubles résidentiels
LU18_46,Spez_090_VS,107,4,Aires de bâtiments agricoles
LU18_46,Spez_090_VS,122,11,Aires routières
LU18_46,Spez_090_VS,123,1,Aires de parc de stationnement
LU18_46,Spez_090_VS,147,1,Friches industrielles et bâtiments désaffectés
LU18_46,Spez_090_VS,161,1,Parcs publics
LU18_46,Spez_090_VS,165,1,Jardins familiaux
LU18_46,Spez_090_VS,201,2,Arboriculture
LU18_46,Spez_090_VS,202,48,Viticulture
LU18_46,Spez_090_VS,222,50,Prairies naturelles au sens large
LU18_46,Spez_090_VS,223,18,Pâturages locaux au sens large
LU18_46,Spez_090_VS,301,71,Peuplements forestiers
LU18_46,Spez_090_VS,303,1,Coupes de bois
LU18_46,Spez_090_VS,401,1,Lacs
LU18_46,Spez_090_VS,402,3,"Rivières, ruisseaux"
LU18_46,Spez_090_VS,421,3,Aucune utilisation
LU18_46,Spez_091_VS,102,1,Aires de bâtiments et aires industriels < 1 ha
LU18_46,Spez_091_VS,103,57,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_091_VS,105,13,Aires d’immeubles résidentiels
LU18_46,Spez_091_VS,107,6,Aires de bâtiments agricoles
LU18_46,Spez_091_VS,108,3,Aires de bâtiments non déterminés
LU18_46,Spez_091_VS,122,17,Aires routières
LU18_46,Spez_091_VS,123,5,Aires de parc de stationnement
LU18_46,Spez_091_VS,146,6,Chantiers
LU18_46,Spez_091_VS,147,2,Friches industrielles et bâtiments désaffectés
LU18_46,Spez_091_VS,161,1,Parcs publics
LU18_46,Spez_091_VS,162,2,Installations de sport
LU18_46,Spez_091_VS,201,4,Arboriculture
LU18_46,Spez_091_VS,203,5,Horticulture
LU18_46,Spez_091_VS,222,48,Prairies naturelles au sens large
LU18_46,Spez_091_VS,223,38,Pâturages locaux au sens large
LU18_46,Spez_091_VS,241,9,Alpages fauchés au sens large
LU18_46,Spez_091_VS,242,28,Alpages pâturés au sens large
LU18_46,Spez_091_VS,301,114,Peuplements forestiers
LU18_46,Spez_091_VS,303,12,Coupes de bois
LU18_46,Spez_091_VS,402,2,"Rivières, ruisseaux"
LU18_46,Spez_091_VS,403,1,Ouvrages de protection contre les crues
LU18_46,Spez_091_VS,421,4,Aucune utilisation
LU18_46,Spez_091_VS,423,2,Infrastructure de sports alpins
LU18_46,Spez_091_VS,424,1,Interventions dans le paysage
LU18_46,Spez_092_VS,101,3,Aires de bâtiments et aires industriels > 1 ha
LU18_46,Spez_092_VS,102,3,Aires de bâtiments et aires industriels < 1 ha
LU18_46,Spez_092_VS,103,24,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_092_VS,104,1,Aires de maisons alignées et en terrasses
LU18_46,Spez_092_VS,105,2,Aires d’immeubles résidentiels
LU18_46,Spez_092_VS,107,3,Aires de bâtiments agricoles
LU18_46,Spez_092_VS,108,1,Aires de bâtiments non déterminés
LU18_46,Spez_092_VS,122,17,Aires routières
LU18_46,Spez_092_VS,144,3,Décharges
LU18_46,Spez_092_VS,145,2,Extraction de matériaux
LU18_46,Spez_092_VS,146,1,Chantiers
LU18_46,Spez_092_VS,147,1,Friches industrielles et bâtiments désaffectés
LU18_46,Spez_092_VS,162,2,Installations de sport
LU18_46,Spez_092_VS,164,4,Terrains de camping
LU18_46,Spez_092_VS,201,5,Arboriculture
LU18_46,Spez_092_VS,202,12,Viticulture
LU18_46,Spez_092_VS,203,1,Horticulture
LU18_46,Spez_092_VS,221,97,Terres arables au sens large
LU18_46,Spez_092_VS,222,13,Prairies naturelles au sens large
LU18_46,Spez_092_VS,223,19,Pâturages locaux au sens large
LU18_46,Spez_092_VS,242,117,Alpages pâturés au sens large
LU18_46,Spez_092_VS,301,505,Peuplements forestiers
LU18_46,Spez_092_VS,303,13,Coupes de bois
LU18_46,Spez_092_VS,304,1,Surfaces forestières dévastées
LU18_46,Spez_092_VS,421,72,Aucune utilisation
LU18_46,Spez_093_ZG,101,20,Aires de bâtiments et aires industriels > 1 ha
LU18_46,Spez_093_ZG,103,11,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_093_ZG,104,1,Aires de maisons alignées et en terrasses
LU18_46,Spez_093_ZG,106,4,Aires de bâtiments publics
LU18_46,Spez_093_ZG,107,20,Aires de bâtiments agricoles
LU18_46,Spez_093_ZG,108,2,Aires de bâtiments non déterminés
LU18_46,Spez_093_ZG,121,2,Aires autoroutières
LU18_46,Spez_093_ZG,122,28,Aires routières
LU18_46,Spez_093_ZG,123,1,Aires de parc de stationnement
LU18_46,Spez_093_ZG,144,15,Décharges
LU18_46,Spez_093_ZG,146,1,Chantiers
LU18_46,Spez_093_ZG,162,2,Installations de sport
LU18_46,Spez_093_ZG,201,29,Arboriculture
LU18_46,Spez_093_ZG,203,2,Horticulture
LU18_46,Spez_093_ZG,221,231,Terres arables au sens large
LU18_46,Spez_093_ZG,222,198,Prairies naturelles au sens large
LU18_46,Spez_093_ZG,223,80,Pâturages locaux au sens large
LU18_46,Spez_093_ZG,301,224,Peuplements forestiers
LU18_46,Spez_093_ZG,302,1,Aires afforestées
LU18_46,Spez_093_ZG,303,5,Coupes de bois
LU18_46,Spez_093_ZG,402,7,"Rivières, ruisseaux"
LU18_46,Spez_093_ZG,421,7,Aucune utilisation
LU18_46,Spez_093_ZG,424,1,Interventions dans le paysage
LU18_46,Spez_094_ZG,101,4,Aires de bâtiments et aires industriels > 1 ha
LU18_46,Spez_094_ZG,103,8,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_094_ZG,107,3,Aires de bâtiments agricoles
LU18_46,Spez_094_ZG,108,1,Aires de bâtiments non déterminés
LU18_46,Spez_094_ZG,122,7,Aires routières
LU18_46,Spez_094_ZG,123,1,Aires de parc de stationnement
LU18_46,Spez_094_ZG,143,1,Autres installations d'appro­visionnement et d'élimination
LU18_46,Spez_094_ZG,161,1,Parcs publics
LU18_46,Spez_094_ZG,201,1,Arboriculture
LU18_46,Spez_094_ZG,222,169,Prairies naturelles au sens large
LU18_46,Spez_094_ZG,223,42,Pâturages locaux au sens large
LU18_46,Spez_094_ZG,301,184,Peuplements forestiers
LU18_46,Spez_094_ZG,303,9,Coupes de bois
LU18_46,Spez_094_ZG,402,2,"Rivières, ruisseaux"
LU18_46,Spez_094_ZG,421,29,Aucune utilisation
LU18_46,Spez_095_ZH,101,40,Aires de bâtiments et aires industriels > 1 ha
LU18_46,Spez_095_ZH,102,5,Aires de bâtiments et aires industriels < 1 ha
LU18_46,Spez_095_ZH,103,95,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_095_ZH,104,5,Aires de maisons alignées et en terrasses
LU18_46,Spez_095_ZH,105,25,Aires d’immeubles résidentiels
LU18_46,Spez_095_ZH,106,6,Aires de bâtiments publics
LU18_46,Spez_095_ZH,107,25,Aires de bâtiments agricoles
LU18_46,Spez_095_ZH,108,5,Aires de bâtiments non déterminés
LU18_46,Spez_095_ZH,122,85,Aires routières
LU18_46,Spez_095_ZH,123,7,Aires de parc de stationnement
LU18_46,Spez_095_ZH,124,6,Aires ferroviaires
LU18_46,Spez_095_ZH,142,1,Stations d'épuration des eaux usées
LU18_46,Spez_095_ZH,144,48,Décharges
LU18_46,Spez_095_ZH,145,50,Extraction de matériaux
LU18_46,Spez_095_ZH,146,3,Chantiers
LU18_46,Spez_095_ZH,147,3,Friches industrielles et bâtiments désaffectés
LU18_46,Spez_095_ZH,161,3,Parcs publics
LU18_46,Spez_095_ZH,162,11,Installations de sport
LU18_46,Spez_095_ZH,165,1,Jardins familiaux
LU18_46,Spez_095_ZH,166,1,Cimetières
LU18_46,Spez_095_ZH,201,21,Arboriculture
LU18_46,Spez_095_ZH,202,47,Viticulture
LU18_46,Spez_095_ZH,203,69,Horticulture
LU18_46,Spez_095_ZH,221,638,Terres arables au sens large
LU18_46,Spez_095_ZH,222,102,Prairies naturelles au sens large
LU18_46,Spez_095_ZH,223,139,Pâturages locaux au sens large
LU18_46,Spez_095_ZH,301,363,Peuplements forestiers
LU18_46,Spez_095_ZH,302,4,Aires afforestées
LU18_46,Spez_095_ZH,303,9,Coupes de bois
LU18_46,Spez_095_ZH,401,7,Lacs
LU18_46,Spez_095_ZH,402,1,"Rivières, ruisseaux"
LU18_46,Spez_095_ZH,421,17,Aucune utilisation
LU18_46,Spez_095_ZH,NA,108,NA
LU18_46,Spez_096_ZH,101,1,Aires de bâtiments et aires industriels > 1 ha
LU18_46,Spez_096_ZH,103,3,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_096_ZH,106,2,Aires de bâtiments publics
LU18_46,Spez_096_ZH,107,6,Aires de bâtiments agricoles
LU18_46,Spez_096_ZH,122,18,Aires routières
LU18_46,Spez_096_ZH,141,1,Installations d'approvisionne­ment en énergie
LU18_46,Spez_096_ZH,201,8,Arboriculture
LU18_46,Spez_096_ZH,221,70,Terres arables au sens large
LU18_46,Spez_096_ZH,222,125,Prairies naturelles au sens large
LU18_46,Spez_096_ZH,223,47,Pâturages locaux au sens large
LU18_46,Spez_096_ZH,301,113,Peuplements forestiers
LU18_46,Spez_096_ZH,303,8,Coupes de bois
LU18_46,Spez_096_ZH,402,4,"Rivières, ruisseaux"
LU18_46,Spez_096_ZH,421,9,Aucune utilisation
LU18_46,Spez_097_ZH,103,32,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_097_ZH,104,2,Aires de maisons alignées et en terrasses
LU18_46,Spez_097_ZH,105,18,Aires d’immeubles résidentiels
LU18_46,Spez_097_ZH,106,5,Aires de bâtiments publics
LU18_46,Spez_097_ZH,107,2,Aires de bâtiments agricoles
LU18_46,Spez_097_ZH,108,1,Aires de bâtiments non déterminés
LU18_46,Spez_097_ZH,122,15,Aires routières
LU18_46,Spez_097_ZH,123,1,Aires de parc de stationnement
LU18_46,Spez_097_ZH,124,1,Aires ferroviaires
LU18_46,Spez_097_ZH,146,2,Chantiers
LU18_46,Spez_097_ZH,165,1,Jardins familiaux
LU18_46,Spez_097_ZH,201,2,Arboriculture
LU18_46,Spez_097_ZH,221,23,Terres arables au sens large
LU18_46,Spez_097_ZH,222,16,Prairies naturelles au sens large
LU18_46,Spez_097_ZH,223,16,Pâturages locaux au sens large
LU18_46,Spez_097_ZH,301,41,Peuplements forestiers
LU18_46,Spez_097_ZH,402,3,"Rivières, ruisseaux"
LU18_46,Spez_098_ZH,101,7,Aires de bâtiments et aires industriels > 1 ha
LU18_46,Spez_098_ZH,102,1,Aires de bâtiments et aires industriels < 1 ha
LU18_46,Spez_098_ZH,103,11,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_098_ZH,104,2,Aires de maisons alignées et en terrasses
LU18_46,Spez_098_ZH,105,1,Aires d’immeubles résidentiels
LU18_46,Spez_098_ZH,107,4,Aires de bâtiments agricoles
LU18_46,Spez_098_ZH,122,10,Aires routières
LU18_46,Spez_098_ZH,124,6,Aires ferroviaires
LU18_46,Spez_098_ZH,142,1,Stations d'épuration des eaux usées
LU18_46,Spez_098_ZH,201,3,Arboriculture
LU18_46,Spez_098_ZH,203,3,Horticulture
LU18_46,Spez_098_ZH,221,54,Terres arables au sens large
LU18_46,Spez_098_ZH,222,88,Prairies naturelles au sens large
LU18_46,Spez_098_ZH,223,11,Pâturages locaux au sens large
LU18_46,Spez_098_ZH,301,96,Peuplements forestiers
LU18_46,Spez_098_ZH,303,4,Coupes de bois
LU18_46,Spez_098_ZH,402,3,"Rivières, ruisseaux"
LU18_46,Spez_098_ZH,421,47,Aucune utilisation
LU18_46,Spez_099_ZH,101,7,Aires de bâtiments et aires industriels > 1 ha
LU18_46,Spez_099_ZH,102,9,Aires de bâtiments et aires industriels < 1 ha
LU18_46,Spez_099_ZH,103,43,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_099_ZH,104,11,Aires de maisons alignées et en terrasses
LU18_46,Spez_099_ZH,105,26,Aires d’immeubles résidentiels
LU18_46,Spez_099_ZH,106,8,Aires de bâtiments publics
LU18_46,Spez_099_ZH,107,26,Aires de bâtiments agricoles
LU18_46,Spez_099_ZH,108,4,Aires de bâtiments non déterminés
LU18_46,Spez_099_ZH,122,52,Aires routières
LU18_46,Spez_099_ZH,123,5,Aires de parc de stationnement
LU18_46,Spez_099_ZH,124,2,Aires ferroviaires
LU18_46,Spez_099_ZH,142,1,Stations d'épuration des eaux usées
LU18_46,Spez_099_ZH,143,1,Autres installations d'appro­visionnement et d'élimination
LU18_46,Spez_099_ZH,144,5,Décharges
LU18_46,Spez_099_ZH,146,5,Chantiers
LU18_46,Spez_099_ZH,147,1,Friches industrielles et bâtiments désaffectés
LU18_46,Spez_099_ZH,161,1,Parcs publics
LU18_46,Spez_099_ZH,162,7,Installations de sport
LU18_46,Spez_099_ZH,165,1,Jardins familiaux
LU18_46,Spez_099_ZH,166,1,Cimetières
LU18_46,Spez_099_ZH,201,30,Arboriculture
LU18_46,Spez_099_ZH,202,1,Viticulture
LU18_46,Spez_099_ZH,203,4,Horticulture
LU18_46,Spez_099_ZH,221,184,Terres arables au sens large
LU18_46,Spez_099_ZH,222,233,Prairies naturelles au sens large
LU18_46,Spez_099_ZH,223,94,Pâturages locaux au sens large
LU18_46,Spez_099_ZH,301,134,Peuplements forestiers
LU18_46,Spez_099_ZH,302,2,Aires afforestées
LU18_46,Spez_099_ZH,303,5,Coupes de bois
LU18_46,Spez_099_ZH,402,13,"Rivières, ruisseaux"
LU18_46,Spez_099_ZH,421,2,Aucune utilisation
LU18_46,Spez_100_ZH,103,4,Aires de maisons individuelles et de maisons de 2 logements
LU18_46,Spez_100_ZH,105,11,Aires d’immeubles résidentiels
LU18_46,Spez_100_ZH,106,2,Aires de bâtiments publics
LU18_46,Spez_100_ZH,108,2,Aires de bâtiments non déterminés
LU18_46,Spez_100_ZH,121,4,Aires autoroutières
LU18_46,Spez_100_ZH,122,4,Aires routières
LU18_46,Spez_100_ZH,162,1,Installations de sport
LU18_46,Spez_100_ZH,203,1,Horticulture
LU18_46,Spez_100_ZH,222,9,Prairies naturelles au sens large
LU18_46,Spez_100_ZH,223,4,Pâturages locaux au sens large
LU18_46,Spez_100_ZH,301,117,Peuplements forestiers
LU18_46,Spez_100_ZH,303,3,Coupes de bois
LU18_46,Spez_100_ZH,401,6,Lacs
LU18_46,Spez_100_ZH,421,8,Aucune utilisation
LU18_10,CH_002_BS,100,1014,Aires de bâtiments
LU18_10,CH_002_BS,120,331,Surfaces de transport
LU18_10,CH_002_BS,140,30,Surfaces d'infrastructure spéciale
LU18_10,CH_002_BS,160,107,Espaces verts et lieux de détente
LU18_10,CH_002_BS,200,160,"Arboriculture, viticulture, horticulture"
LU18_10,CH_002_BS,220,1028,Cultures fourragères et de plein champ
LU18_10,CH_002_BS,300,1526,Forêt (exploitation agricole non comprise)
LU18_10,CH_002_BS,400,54,Lacs et cours d'eau
LU18_10,CH_002_BS,420,15,Terres improductives
LU18_10,CH_007_BE,100,248,Aires de bâtiments
LU18_10,CH_007_BE,120,85,Surfaces de transport
LU18_10,CH_007_BE,140,11,Surfaces d'infrastructure spéciale
LU18_10,CH_007_BE,160,61,Espaces verts et lieux de détente
LU18_10,CH_007_BE,200,25,"Arboriculture, viticulture, horticulture"
LU18_10,CH_007_BE,220,1674,Cultures fourragères et de plein champ
LU18_10,CH_007_BE,300,708,Forêt (exploitation agricole non comprise)
LU18_10,CH_007_BE,400,84,Lacs et cours d'eau
LU18_10,CH_007_BE,420,4,Terres improductives
LU18_10,CH_009_SO,100,210,Aires de bâtiments
LU18_10,CH_009_SO,120,122,Surfaces de transport
LU18_10,CH_009_SO,140,6,Surfaces d'infrastructure spéciale
LU18_10,CH_009_SO,160,65,Espaces verts et lieux de détente
LU18_10,CH_009_SO,200,56,"Arboriculture, viticulture, horticulture"
LU18_10,CH_009_SO,220,2937,Cultures fourragères et de plein champ
LU18_10,CH_009_SO,300,1415,Forêt (exploitation agricole non comprise)
LU18_10,CH_009_SO,400,37,Lacs et cours d'eau
LU18_10,CH_009_SO,420,2,Terres improductives
LU18_10,CH_011_SO,100,138,Aires de bâtiments
LU18_10,CH_011_SO,120,78,Surfaces de transport
LU18_10,CH_011_SO,140,4,Surfaces d'infrastructure spéciale
LU18_10,CH_011_SO,160,6,Espaces verts et lieux de détente
LU18_10,CH_011_SO,200,50,"Arboriculture, viticulture, horticulture"
LU18_10,CH_011_SO,220,1255,Cultures fourragères et de plein champ
LU18_10,CH_011_SO,240,472,Alpages
LU18_10,CH_011_SO,300,2109,Forêt (exploitation agricole non comprise)
LU18_10,CH_011_SO,400,22,Lacs et cours d'eau
LU18_10,CH_011_SO,420,7,Terres improductives
LU18_10,CH_012_OW,100,519,Aires de bâtiments
LU18_10,CH_012_OW,120,224,Surfaces de transport
LU18_10,CH_012_OW,140,22,Surfaces d'infrastructure spéciale
LU18_10,CH_012_OW,160,49,Espaces verts et lieux de détente
LU18_10,CH_012_OW,200,75,"Arboriculture, viticulture, horticulture"
LU18_10,CH_012_OW,220,3196,Cultures fourragères et de plein champ
LU18_10,CH_012_OW,240,1935,Alpages
LU18_10,CH_012_OW,300,4272,Forêt (exploitation agricole non comprise)
LU18_10,CH_012_OW,400,885,Lacs et cours d'eau
LU18_10,CH_012_OW,420,546,Terres improductives
LU18_10,CH_014_LU,100,1658,Aires de bâtiments
LU18_10,CH_014_LU,120,589,Surfaces de transport
LU18_10,CH_014_LU,140,83,Surfaces d'infrastructure spéciale
LU18_10,CH_014_LU,160,254,Espaces verts et lieux de détente
LU18_10,CH_014_LU,200,148,"Arboriculture, viticulture, horticulture"
LU18_10,CH_014_LU,220,2127,Cultures fourragères et de plein champ
LU18_10,CH_014_LU,240,132,Alpages
LU18_10,CH_014_LU,300,2089,Forêt (exploitation agricole non comprise)
LU18_10,CH_014_LU,400,3511,Lacs et cours d'eau
LU18_10,CH_014_LU,420,143,Terres improductives
LU18_10,CH_015_VS,100,398,Aires de bâtiments
LU18_10,CH_015_VS,120,277,Surfaces de transport
LU18_10,CH_015_VS,140,47,Surfaces d'infrastructure spéciale
LU18_10,CH_015_VS,160,40,Espaces verts et lieux de détente
LU18_10,CH_015_VS,200,24,"Arboriculture, viticulture, horticulture"
LU18_10,CH_015_VS,220,1172,Cultures fourragères et de plein champ
LU18_10,CH_015_VS,240,2685,Alpages
LU18_10,CH_015_VS,300,4697,Forêt (exploitation agricole non comprise)
LU18_10,CH_015_VS,400,223,Lacs et cours d'eau
LU18_10,CH_015_VS,420,2834,Terres improductives
LU18_10,CH_016_VS,100,187,Aires de bâtiments
LU18_10,CH_016_VS,120,165,Surfaces de transport
LU18_10,CH_016_VS,140,28,Surfaces d'infrastructure spéciale
LU18_10,CH_016_VS,160,11,Espaces verts et lieux de détente
LU18_10,CH_016_VS,200,111,"Arboriculture, viticulture, horticulture"
LU18_10,CH_016_VS,220,1272,Cultures fourragères et de plein champ
LU18_10,CH_016_VS,240,1173,Alpages
LU18_10,CH_016_VS,300,4115,Forêt (exploitation agricole non comprise)
LU18_10,CH_016_VS,400,74,Lacs et cours d'eau
LU18_10,CH_016_VS,420,2031,Terres improductives
LU18_10,CH_017_VS,100,1292,Aires de bâtiments
LU18_10,CH_017_VS,120,714,Surfaces de transport
LU18_10,CH_017_VS,140,189,Surfaces d'infrastructure spéciale
LU18_10,CH_017_VS,160,178,Espaces verts et lieux de détente
LU18_10,CH_017_VS,200,1195,"Arboriculture, viticulture, horticulture"
LU18_10,CH_017_VS,220,2272,Cultures fourragères et de plein champ
LU18_10,CH_017_VS,240,1338,Alpages
LU18_10,CH_017_VS,300,6211,Forêt (exploitation agricole non comprise)
LU18_10,CH_017_VS,400,240,Lacs et cours d'eau
LU18_10,CH_017_VS,420,1416,Terres improductives
LU18_10,CH_018_VS,100,331,Aires de bâtiments
LU18_10,CH_018_VS,120,246,Surfaces de transport
LU18_10,CH_018_VS,140,45,Surfaces d'infrastructure spéciale
LU18_10,CH_018_VS,160,13,Espaces verts et lieux de détente
LU18_10,CH_018_VS,200,149,"Arboriculture, viticulture, horticulture"
LU18_10,CH_018_VS,220,1171,Cultures fourragères et de plein champ
LU18_10,CH_018_VS,240,597,Alpages
LU18_10,CH_018_VS,300,6305,Forêt (exploitation agricole non comprise)
LU18_10,CH_018_VS,400,102,Lacs et cours d'eau
LU18_10,CH_018_VS,420,2981,Terres improductives
LU18_10,CH_020_VD,100,881,Aires de bâtiments
LU18_10,CH_020_VD,120,427,Surfaces de transport
LU18_10,CH_020_VD,140,59,Surfaces d'infrastructure spéciale
LU18_10,CH_020_VD,160,76,Espaces verts et lieux de détente
LU18_10,CH_020_VD,200,227,"Arboriculture, viticulture, horticulture"
LU18_10,CH_020_VD,220,5260,Cultures fourragères et de plein champ
LU18_10,CH_020_VD,300,1022,Forêt (exploitation agricole non comprise)
LU18_10,CH_020_VD,400,61,Lacs et cours d'eau
LU18_10,CH_020_VD,420,27,Terres improductives
LU18_10,CH_021_VD,100,150,Aires de bâtiments
LU18_10,CH_021_VD,120,81,Surfaces de transport
LU18_10,CH_021_VD,140,7,Surfaces d'infrastructure spéciale
LU18_10,CH_021_VD,160,21,Espaces verts et lieux de détente
LU18_10,CH_021_VD,200,17,"Arboriculture, viticulture, horticulture"
LU18_10,CH_021_VD,220,557,Cultures fourragères et de plein champ
LU18_10,CH_021_VD,300,18,Forêt (exploitation agricole non comprise)
LU18_10,CH_021_VD,400,80,Lacs et cours d'eau
LU18_10,CH_021_VD,420,3,Terres improductives
LU18_10,CH_022_VD,100,245,Aires de bâtiments
LU18_10,CH_022_VD,120,143,Surfaces de transport
LU18_10,CH_022_VD,140,24,Surfaces d'infrastructure spéciale
LU18_10,CH_022_VD,160,25,Espaces verts et lieux de détente
LU18_10,CH_022_VD,200,15,"Arboriculture, viticulture, horticulture"
LU18_10,CH_022_VD,220,1348,Cultures fourragères et de plein champ
LU18_10,CH_022_VD,300,125,Forêt (exploitation agricole non comprise)
LU18_10,CH_022_VD,400,64,Lacs et cours d'eau
LU18_10,CH_022_VD,420,24,Terres improductives
LU18_10,CH_023_SG,100,573,Aires de bâtiments
LU18_10,CH_023_SG,120,206,Surfaces de transport
LU18_10,CH_023_SG,140,18,Surfaces d'infrastructure spéciale
LU18_10,CH_023_SG,160,64,Espaces verts et lieux de détente
LU18_10,CH_023_SG,200,83,"Arboriculture, viticulture, horticulture"
LU18_10,CH_023_SG,220,713,Cultures fourragères et de plein champ
LU18_10,CH_023_SG,300,493,Forêt (exploitation agricole non comprise)
LU18_10,CH_023_SG,400,26,Lacs et cours d'eau
LU18_10,CH_023_SG,420,10,Terres improductives
LU18_10,CH_025_SG,100,900,Aires de bâtiments
LU18_10,CH_025_SG,120,369,Surfaces de transport
LU18_10,CH_025_SG,140,80,Surfaces d'infrastructure spéciale
LU18_10,CH_025_SG,160,96,Espaces verts et lieux de détente
LU18_10,CH_025_SG,200,91,"Arboriculture, viticulture, horticulture"
LU18_10,CH_025_SG,220,3321,Cultures fourragères et de plein champ
LU18_10,CH_025_SG,300,1956,Forêt (exploitation agricole non comprise)
LU18_10,CH_025_SG,400,133,Lacs et cours d'eau
LU18_10,CH_025_SG,420,32,Terres improductives
LU18_10,CH_026_SG,100,1546,Aires de bâtiments
LU18_10,CH_026_SG,120,636,Surfaces de transport
LU18_10,CH_026_SG,140,85,Surfaces d'infrastructure spéciale
LU18_10,CH_026_SG,160,113,Espaces verts et lieux de détente
LU18_10,CH_026_SG,200,471,"Arboriculture, viticulture, horticulture"
LU18_10,CH_026_SG,220,8080,Cultures fourragères et de plein champ
LU18_10,CH_026_SG,300,3300,Forêt (exploitation agricole non comprise)
LU18_10,CH_026_SG,400,216,Lacs et cours d'eau
LU18_10,CH_026_SG,420,72,Terres improductives
LU18_10,CH_027_SG,100,219,Aires de bâtiments
LU18_10,CH_027_SG,120,133,Surfaces de transport
LU18_10,CH_027_SG,140,15,Surfaces d'infrastructure spéciale
LU18_10,CH_027_SG,160,7,Espaces verts et lieux de détente
LU18_10,CH_027_SG,200,39,"Arboriculture, viticulture, horticulture"
LU18_10,CH_027_SG,220,2993,Cultures fourragères et de plein champ
LU18_10,CH_027_SG,240,57,Alpages
LU18_10,CH_027_SG,300,2224,Forêt (exploitation agricole non comprise)
LU18_10,CH_027_SG,400,88,Lacs et cours d'eau
LU18_10,CH_027_SG,420,31,Terres improductives
LU18_10,CH_028_SG,100,660,Aires de bâtiments
LU18_10,CH_028_SG,120,252,Surfaces de transport
LU18_10,CH_028_SG,140,32,Surfaces d'infrastructure spéciale
LU18_10,CH_028_SG,160,43,Espaces verts et lieux de détente
